,Page_URL,Text,Crafting_Focus,,
T7_2H_HARPOON_HELL@1,https://albiononline2d.com/en/item/id/T7_2H_HARPOON_HELL@1,Crafting Requirements (3),16085,,
T7_2H_WILDSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_WILDSTAFF@2,Crafting Requirements (2),28148,,
T7_2H_FLAIL@3,https://albiononline2d.com/en/item/id/T7_2H_FLAIL@3,Crafting Requirements (2),49260,,
T7_ARTEFACT_2H_INFERNOSTAFF_MORGANA,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Crafting Requirements (1),,,
T7_2H_CURSEDSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_CURSEDSTAFF@3,Crafting Requirements (2),49260,,
T7_2H_CLAWPAIR@1,https://albiononline2d.com/en/item/id/T7_2H_CLAWPAIR@1,Crafting Requirements (2),16085,,
T7_2H_QUARTERSTAFF,https://albiononline2d.com/en/item/id/T7_2H_QUARTERSTAFF,Crafting Requirements (2),9191,,
T7_2H_KNUCKLES_SET1,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET1,Crafting Requirements (2),9191,,
T6_SHOES_PLATE_SET2,https://albiononline2d.com/en/item/id/T6_SHOES_PLATE_SET2,Crafting Requirements (1),1313,,
T6_HEAD_PLATE_HELL@4,https://albiononline2d.com/en/item/id/T6_HEAD_PLATE_HELL@4,Crafting Requirements (2),12315,,
T7_2H_WILDSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_WILDSTAFF@3,Crafting Requirements (2),49260,,
T7_ARMOR_LEATHER_SET3@2,https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET3@2,Crafting Requirements (1),14074,,
T6_OFF_TOTEM_KEEPER,https://albiononline2d.com/en/item/id/T6_OFF_TOTEM_KEEPER,Crafting Requirements (3),1313,,
T7_2H_HARPOON_HELL@2,https://albiononline2d.com/en/item/id/T7_2H_HARPOON_HELL@2,Crafting Requirements (3),28148,,
T7_2H_KNUCKLES_SET1@1,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET1@1,Crafting Requirements (2),16085,,
T7_2H_CLAWPAIR@2,https://albiononline2d.com/en/item/id/T7_2H_CLAWPAIR@2,Crafting Requirements (2),28148,,
T7_2H_QUARTERSTAFF@1,https://albiononline2d.com/en/item/id/T7_2H_QUARTERSTAFF@1,Crafting Requirements (2),16085,,
T7_2H_FLAIL@4,https://albiononline2d.com/en/item/id/T7_2H_FLAIL@4,Crafting Requirements (2),86205,,
T6_OFF_TOTEM_KEEPER@1,https://albiononline2d.com/en/item/id/T6_OFF_TOTEM_KEEPER@1,Crafting Requirements (3),2298,,
T7_2H_WILDSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_WILDSTAFF@4,Crafting Requirements (2),86205,,
T6_SHOES_PLATE_SET2@1,https://albiononline2d.com/en/item/id/T6_SHOES_PLATE_SET2@1,Crafting Requirements (1),2298,,
T7_2H_CURSEDSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_CURSEDSTAFF@4,Crafting Requirements (2),86205,,
T7_2H_CLAWPAIR@3,https://albiononline2d.com/en/item/id/T7_2H_CLAWPAIR@3,Crafting Requirements (2),49260,,
T7_ARTEFACT_2H_IRONGAUNTLETS_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_IRONGAUNTLETS_HELL,Crafting Requirements (1),,,
T7_2H_HARPOON_HELL@3,https://albiononline2d.com/en/item/id/T7_2H_HARPOON_HELL@3,Crafting Requirements (3),49260,,
T7_2H_KNUCKLES_SET1@2,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET1@2,Crafting Requirements (2),28148,,
T6_OFF_TOTEM_KEEPER@2,https://albiononline2d.com/en/item/id/T6_OFF_TOTEM_KEEPER@2,Crafting Requirements (3),4021,,
T7_2H_QUARTERSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_QUARTERSTAFF@2,Crafting Requirements (2),28148,,
T7_ARMOR_CLOTH_HELL@2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_HELL@2,Crafting Requirements (2),14074,,
T7_2H_CLAWPAIR@4,https://albiononline2d.com/en/item/id/T7_2H_CLAWPAIR@4,Crafting Requirements (2),86205,,
T6_HEAD_PLATE_SET1@1,https://albiononline2d.com/en/item/id/T6_HEAD_PLATE_SET1@1,Crafting Requirements (1),2298,,
T7_ARMOR_LEATHER_SET3@3,https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET3@3,Crafting Requirements (1),24630,,
T6_SHOES_PLATE_SET2@2,https://albiononline2d.com/en/item/id/T6_SHOES_PLATE_SET2@2,Crafting Requirements (1),4021,,
T7_2H_FROSTSTAFF,https://albiononline2d.com/en/item/id/T7_2H_FROSTSTAFF,Crafting Requirements (2),9191,,
T6_OFF_TOTEM_KEEPER@3,https://albiononline2d.com/en/item/id/T6_OFF_TOTEM_KEEPER@3,Crafting Requirements (3),7037,,
T7_2H_FROSTSTAFF@1,https://albiononline2d.com/en/item/id/T7_2H_FROSTSTAFF@1,Crafting Requirements (2),16085,,
T7_2H_QUARTERSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_QUARTERSTAFF@3,Crafting Requirements (2),49260,,
T7_2H_KNUCKLES_SET1@3,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET1@3,Crafting Requirements (2),49260,,
T7_2H_HOLYSTAFF,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF,Crafting Requirements (2),9191,,
T7_ARMOR_CLOTH_KEEPER,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_KEEPER,Crafting Requirements (2),4596,,
T6_HEAD_PLATE_SET1@2,https://albiononline2d.com/en/item/id/T6_HEAD_PLATE_SET1@2,Crafting Requirements (1),4021,,
T6_OFF_TOTEM_KEEPER@4,https://albiononline2d.com/en/item/id/T6_OFF_TOTEM_KEEPER@4,Crafting Requirements (3),12315,,
T6_SHOES_PLATE_SET2@3,https://albiononline2d.com/en/item/id/T6_SHOES_PLATE_SET2@3,Crafting Requirements (1),7037,,
T7_2H_DAGGERPAIR,https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR,Crafting Requirements (2),9191,,
T7_ARTEFACT_2H_MACE_MORGANA,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_MACE_MORGANA,Crafting Requirements (1),,,
T7_2H_FROSTSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_FROSTSTAFF@2,Crafting Requirements (2),28148,,
T7_ARMOR_LEATHER_SET3@4,https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET3@4,Crafting Requirements (1),43102,,
T7_2H_KNUCKLES_SET1@4,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET1@4,Crafting Requirements (2),86205,,
T7_2H_QUARTERSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_QUARTERSTAFF@4,Crafting Requirements (2),86205,,
T7_ARMOR_CLOTH_KEEPER@1,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_KEEPER@1,Crafting Requirements (2),8042,,
T7_2H_FROSTSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_FROSTSTAFF@3,Crafting Requirements (2),49260,,
T7_2H_HOLYSTAFF@1,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF@1,Crafting Requirements (2),16085,,
T6_ORE,https://albiononline2d.com/en/item/id/T6_ORE,Crafting Requirements (1),0,,
T7_2H_FROSTSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_FROSTSTAFF@4,Crafting Requirements (2),86205,,
T7_ARMOR_CLOTH_KEEPER@2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_KEEPER@2,Crafting Requirements (2),14074,,
T7_ARTEFACT_2H_NATURESTAFF_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_NATURESTAFF_HELL,Crafting Requirements (1),,,
T7_2H_KNUCKLES_SET2,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2,Crafting Requirements (2),9191,,
T7_ARMOR_PLATE_HELL,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_HELL,Crafting Requirements (2),4596,,
T7_2H_REPEATINGCROSSBOW_UNDEAD,https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD,Crafting Requirements (3),9191,,
T7_ARTEFACT_OFF_JESTERCANE_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_JESTERCANE_HELL,Crafting Requirements (1),,,
T7_2H_HOLYSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF@2,Crafting Requirements (2),28148,,
T7_2H_GLACIALSTAFF,https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF,Crafting Requirements (2),9191,,
T7_ARMOR_CLOTH_KEEPER@3,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_KEEPER@3,Crafting Requirements (2),24630,,
T7_2H_DAGGERPAIR@1,https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@1,Crafting Requirements (2),16085,,
T7_HEAD_CLOTH_SET2@1,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@1,Crafting Requirements (1),4021,,
T7_2H_KNUCKLES_SET2@1,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@1,Crafting Requirements (2),16085,,
T7_CAPEITEM_FW_MARTLOCK,https://albiononline2d.com/en/item/id/T7_CAPEITEM_FW_MARTLOCK,Crafting Requirements (3),0,,
T7_2H_REPEATINGCROSSBOW_UNDEAD@1,https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@1,Crafting Requirements (3),16085,,
T7_2H_GLACIALSTAFF@1,https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@1,Crafting Requirements (2),16085,,
T7_ARMOR_CLOTH_KEEPER@4,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_KEEPER@4,Crafting Requirements (2),43102,,
T7_ARMOR_PLATE_HELL@1,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_HELL@1,Crafting Requirements (2),8042,,
T7_ARTEFACT_2H_NATURESTAFF_KEEPER,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_NATURESTAFF_KEEPER,Crafting Requirements (1),,,
T7_2H_HOLYSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF@3,Crafting Requirements (2),49260,,
T7_HEAD_CLOTH_SET2@2,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@2,Crafting Requirements (1),7037,,
T7_2H_GLACIALSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@2,Crafting Requirements (2),28148,,
T7_ARTEFACT_OFF_LAMP_UNDEAD,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_LAMP_UNDEAD,Crafting Requirements (1),,,
T7_CAPEITEM_FW_MARTLOCK@1,https://albiononline2d.com/en/item/id/T7_CAPEITEM_FW_MARTLOCK@1,Crafting Requirements (3),0,,
T7_2H_KNUCKLES_SET2@2,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@2,Crafting Requirements (2),28148,,
T7_ARMOR_CLOTH_SET1,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1,Crafting Requirements (1),4596,,
T7_2H_REPEATINGCROSSBOW_UNDEAD@2,https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@2,Crafting Requirements (3),28148,,
T7_2H_GLACIALSTAFF@3,https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@3,Crafting Requirements (2),49260,,
T7_2H_HOLYSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF@4,Crafting Requirements (2),86205,,
T7_2H_DAGGERPAIR@2,https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@2,Crafting Requirements (2),28148,,
T7_ARMOR_PLATE_HELL@2,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_HELL@2,Crafting Requirements (2),14074,,
T7_HEAD_CLOTH_SET2@3,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@3,Crafting Requirements (1),12315,,
T7_ARTEFACT_2H_RAM_KEEPER,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_RAM_KEEPER,Crafting Requirements (1),,,
T7_HEAD_PLATE_SET3@2,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@2,Crafting Requirements (1),7037,,
T7_2H_KNUCKLES_SET2@3,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@3,Crafting Requirements (2),49260,,
T7_ARMOR_CLOTH_SET1@1,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@1,Crafting Requirements (1),8042,,
T7_2H_GLACIALSTAFF@4,https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@4,Crafting Requirements (2),86205,,
T7_2H_REPEATINGCROSSBOW_UNDEAD@3,https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@3,Crafting Requirements (3),49260,,
T7_HEAD_CLOTH_SET2@4,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@4,Crafting Requirements (1),21551,,
T7_2H_KNUCKLES_SET2@4,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@4,Crafting Requirements (2),86205,,
T7_ARMOR_PLATE_SET1@2,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@2,Crafting Requirements (1),14074,,
T7_2H_GLAIVE,https://albiononline2d.com/en/item/id/T7_2H_GLAIVE,Crafting Requirements (2),9191,,
T7_2H_HOLYSTAFF_HELL,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL,Crafting Requirements (3),9191,,
T7_CAPEITEM_FW_MARTLOCK@2,https://albiononline2d.com/en/item/id/T7_CAPEITEM_FW_MARTLOCK@2,Crafting Requirements (3),0,,
T7_ARTEFACT_OFF_ORB_MORGANA,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_ORB_MORGANA,Crafting Requirements (1),,,
T7_ARMOR_CLOTH_SET1@2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@2,Crafting Requirements (1),14074,,
T7_HEAD_CLOTH_SET3,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3,Crafting Requirements (1),2298,,
T7_2H_GLAIVE@1,https://albiononline2d.com/en/item/id/T7_2H_GLAIVE@1,Crafting Requirements (2),16085,,
T7_HEAD_PLATE_SET3@3,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@3,Crafting Requirements (1),12315,,
T7_ARTEFACT_2H_ROCKSTAFF_KEEPER,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_ROCKSTAFF_KEEPER,Crafting Requirements (1),,,
T7_2H_KNUCKLES_SET3,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3,Crafting Requirements (2),9191,,
T7_2H_DAGGERPAIR@3,https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@3,Crafting Requirements (2),49260,,
T7_2H_GLAIVE@2,https://albiononline2d.com/en/item/id/T7_2H_GLAIVE@2,Crafting Requirements (2),28148,,
T7_ARMOR_PLATE_SET1@3,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@3,Crafting Requirements (1),24630,,
T7_HEAD_CLOTH_SET3@1,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@1,Crafting Requirements (1),4021,,
T7_ARMOR_CLOTH_SET1@3,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@3,Crafting Requirements (1),24630,,
T7_2H_HOLYSTAFF_HELL@1,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@1,Crafting Requirements (3),16085,,
T7_2H_REPEATINGCROSSBOW_UNDEAD@4,https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@4,Crafting Requirements (3),86205,,
T7_ARTEFACT_OFF_SHIELD_AVALON,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SHIELD_AVALON,Crafting Requirements (1),,,
T7_CLOTH_LEVEL4,https://albiononline2d.com/en/item/id/T7_CLOTH_LEVEL4,Crafting Requirements (2),1,,
T7_HEAD_CLOTH_SET3@2,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@2,Crafting Requirements (1),7037,,
T7_2H_KNUCKLES_SET3@1,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@1,Crafting Requirements (2),16085,,
T7_ARMOR_CLOTH_SET1@4,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@4,Crafting Requirements (1),43102,,
T7_HEAD_PLATE_SET3@4,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@4,Crafting Requirements (1),21551,,
T7_2H_HOLYSTAFF_HELL@2,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@2,Crafting Requirements (3),28148,,
,https://albiononline2d.com/en/item/id/T7_CORN,Used In (57),,,
T7_HEAD_CLOTH_SET3@3,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@3,Crafting Requirements (1),12315,,
T7_ARMOR_PLATE_SET1@4,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@4,Crafting Requirements (1),43102,,
T7_ARTEFACT_OFF_SHIELD_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SHIELD_HELL,Crafting Requirements (1),,,
T7_ARMOR_CLOTH_SET2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2,Crafting Requirements (1),4596,,
T7_ARTEFACT_2H_SCYTHE_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_SCYTHE_HELL,Crafting Requirements (1),,,
T7_2H_KNUCKLES_SET3@2,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@2,Crafting Requirements (2),28148,,
T7_2H_DAGGERPAIR@4,https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@4,Crafting Requirements (2),86205,,
,https://albiononline2d.com/en/item/id/T7_ESSENCE,Used In (1),,,
T7_MAIN_DAGGER@3,https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER@3,Crafting Requirements (2),36945,,
T7_HEAD_CLOTH_SET3@4,https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@4,Crafting Requirements (1),21551,,
T7_ARMOR_CLOTH_SET2@1,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@1,Crafting Requirements (1),8042,,
T7_2H_SCYTHE_HELL,https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL,Crafting Requirements (3),9191,,
T7_ARMOR_PLATE_SET2,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2,Crafting Requirements (1),4596,,
T7_2H_HOLYSTAFF_HELL@3,https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@3,Crafting Requirements (3),49260,,
T7_ARMOR_CLOTH_SET2@2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@2,Crafting Requirements (1),14074,,
T7_HEAD_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD,Crafting Requirements (2),2298,,
T7_2H_KNUCKLES_SET3@3,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@3,Crafting Requirements (2),49260,,
T7_HEAD_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA,Crafting Requirements (2),2298,,
T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Crafting Requirements (1),,,
T7_ARMOR_CLOTH_SET2@3,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@3,Crafting Requirements (1),24630,,
T7_2H_ICEGAUNTLETS_HELL,https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL,Crafting Requirements (3),9191,,
T7_ESSENCE_POTION,https://albiononline2d.com/en/item/id/T7_ESSENCE_POTION,Crafting Requirements (1),,,
T7_MAIN_DAGGER@4,https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER@4,Crafting Requirements (2),64653,,
T7_2H_DEMONICSTAFF,https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF,Crafting Requirements (2),9191,,
T7_ARMOR_PLATE_SET2@1,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@1,Crafting Requirements (1),8042,,
T7_HEAD_LEATHER_MORGANA@1,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@1,Crafting Requirements (2),4021,,
T7_2H_KNUCKLES_SET3@4,https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@4,Crafting Requirements (2),86205,,
T7_ARTEFACT_2H_SKULLORB_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_SKULLORB_HELL,Crafting Requirements (1),,,
T7_ARMOR_CLOTH_SET2@4,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@4,Crafting Requirements (1),43102,,
T7_2H_SCYTHE_HELL@1,https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@1,Crafting Requirements (3),16085,,
T7_HEAD_PLATE_UNDEAD@1,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@1,Crafting Requirements (2),4021,,
T7_HEAD_LEATHER_MORGANA@2,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@2,Crafting Requirements (2),7037,,
T7_FARM_CORN_SEED,https://albiononline2d.com/en/item/id/T7_FARM_CORN_SEED,Crafting Requirements (0),TRUE,,
T7_ARMOR_CLOTH_SET3,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3,Crafting Requirements (1),4596,,
T7_2H_ICEGAUNTLETS_HELL@1,https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@1,Crafting Requirements (3),16085,,
T7_MAIN_DAGGER_HELL,https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL,Crafting Requirements (3),6893,,
T7_ARMOR_PLATE_SET2@2,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@2,Crafting Requirements (1),14074,,
,https://albiononline2d.com/en/item/id/T7_FARM_DIREBOAR_BABY,,,,
T7_ARTEFACT_2H_TRIDENT_UNDEAD,﻿https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_TRIDENT_UNDEAD,Crafting Requirements (1),,,
T7_ARTEFACT_OFF_TALISMAN_AVALON,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_TALISMAN_AVALON,Crafting Requirements (1),,,
T7_2H_LONGBOW,https://albiononline2d.com/en/item/id/T7_2H_LONGBOW,Crafting Requirements (1),9191,,
T7_HEAD_LEATHER_MORGANA@3,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@3,Crafting Requirements (2),12315,,
T7_ARMOR_CLOTH_SET3@1,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@1,Crafting Requirements (1),8042,,
,https://albiononline2d.com/en/item/id/T7_FARM_DIREBOAR_GROWN,Used In (1),,,
T7_2H_DEMONICSTAFF@1,https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@1,Crafting Requirements (2),16085,,
T7_HEAD_PLATE_UNDEAD@2,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@2,Crafting Requirements (2),7037,,
T7_2H_ICEGAUNTLETS_HELL@2,https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@2,Crafting Requirements (3),28148,,
T7_ARMOR_CLOTH_SET3@2,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@2,Crafting Requirements (1),14074,,
T7_2H_SCYTHE_HELL@2,https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@2,Crafting Requirements (3),28148,,
T7_MAIN_DAGGER_HELL@1,https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL@1,Crafting Requirements (3),12064,,
T7_ARMOR_PLATE_SET2@3,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@3,Crafting Requirements (1),24630,,
T7_2H_LONGBOW@1,https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@1,Crafting Requirements (1),16085,,
T7_HEAD_LEATHER_MORGANA@4,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@4,Crafting Requirements (2),21551,,
T7_FARM_HORSE_BABY,https://albiononline2d.com/en/item/id/T7_FARM_HORSE_BABY,Crafting Requirements (0),TRUE,,
T7_ARMOR_CLOTH_SET3@3,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@3,Crafting Requirements (1),24630,,
T7_ARTEFACT_2H_TWINSCYTHE_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_TWINSCYTHE_HELL,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T7_FARM_HORSE_GROWN,Used In (2),,,
T7_2H_ICEGAUNTLETS_HELL@3,https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@3,Crafting Requirements (3),49260,,
T7_2H_LONGBOW@2,https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@2,Crafting Requirements (1),28148,,
T7_ARMOR_CLOTH_SET3@4,https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@4,Crafting Requirements (1),43102,,
T7_HEAD_PLATE_UNDEAD@3,https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@3,Crafting Requirements (2),12315,,
T7_ARMOR_PLATE_SET2@4,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@4,Crafting Requirements (1),43102,,
T7_HEAD_LEATHER_SET1,https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1,Crafting Requirements (1),2298,,
T7_ARTEFACT_OFF_TOTEM_KEEPER,https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_TOTEM_KEEPER,Crafting Requirements (1),,,
T7_MAIN_DAGGER_HELL@2,https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL@2,Crafting Requirements (3),21111,,
T7_2H_DEMONICSTAFF@2,https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@2,Crafting Requirements (2),28148,,
T7_ARTEFACT_ARMOR_LEATHER_HELL,https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_LEATHER_HELL,Crafting Requirements (1),,,
T7_FARM_MULLEIN_SEED,https://albiononline2d.com/en/item/id/T7_FARM_MULLEIN_SEED,Crafting Requirements (0),TRUE,,
T7_ARMOR_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA,Crafting Requirements (2),4596,,
T7_2H_INFERNOSTAFF,https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF,Crafting Requirements (2),9191,,
T7_2H_SCYTHE_HELL@3,https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@3,Crafting Requirements (3),49260,,
T7_2H_LONGBOW@3,https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@3,Crafting Requirements (1),49260,,
T7_ARMOR_PLATE_SET3,https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3,Crafting Requirements (1),4596,,
