,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
3114,T6_ORE_LEVEL1,https://render.albiononline.com/v1/item/T6_ORE_LEVEL1,Uncommon Runite Ore ,3520,Silver,https://render.albiononline.com/v1/item/T5_ORE_LEVEL1,Uncommon Titanium Ore,1,,,,,,,,,,,,
3115,T6_ORE_LEVEL2,https://render.albiononline.com/v1/item/T6_ORE_LEVEL2,Rare Runite Ore ,7040,Silver,https://render.albiononline.com/v1/item/T5_ORE_LEVEL2,Rare Titanium Ore,1,,,,,,,,,,,,
3116,T6_ORE_LEVEL3,https://render.albiononline.com/v1/item/T6_ORE_LEVEL3,Exceptional Runite Ore ,14080,Silver,https://render.albiononline.com/v1/item/T5_ORE_LEVEL3,Exceptional Titanium Ore,1,,,,,,,,,,,,
3117,T6_ORE_LEVEL4,https://render.albiononline.com/v1/item/T6_ORE_LEVEL4,Pristine Runite Ore ,140800,Silver,https://render.albiononline.com/v1/item/T5_ORE_LEVEL4,Pristine Titanium Ore,1,,,,,,,,,,,,
3118,T6_PLANKS,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks ,,164,https://render.albiononline.com/v1/item/T6_WOOD,Bloodoak Logs,4,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,1,,,,,,,,,
3119,T6_PLANKS_LEVEL1,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks ,,287,https://render.albiononline.com/v1/item/T6_WOOD_LEVEL1,Uncommon Bloodoak Logs,4,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,1,,,,,,,,,
3120,T6_PLANKS_LEVEL2,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks ,,503,https://render.albiononline.com/v1/item/T6_WOOD_LEVEL2,Rare Bloodoak Logs,4,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,1,,,,,,,,,
3121,T6_PLANKS_LEVEL3,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks ,,880,https://render.albiononline.com/v1/item/T6_WOOD_LEVEL3,Exceptional Bloodoak Logs,4,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,1,,,,,,,,,
3122,T6_PLANKS_LEVEL4,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks ,,1,https://render.albiononline.com/v1/item/T6_WOOD_LEVEL4,Pristine Bloodoak Logs,4,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,1,,,,,,,,,
3123,T6_POTATO,https://render.albiononline.com/v1/item/T6_POTATO,Potatoes ,,,,,,,,,,,,,,,,,
3124,T6_POTION_COOLDOWN,https://render.albiononline.com/v1/item/T6_POTION_COOLDOWN,Poison Potion ,,378,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,24,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,12,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,12,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,6,,,
3125,T6_POTION_COOLDOWN@1,https://render.albiononline.com/v1/item/T6_POTION_COOLDOWN@1,Poison Potion ,,378,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,24,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,12,https://render.albiononline.com/v1/item/T3_COMFREY,Brightleaf Comfrey,12,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,6,https://render.albiononline.com/v1/item/T6_ESSENCE_POTION,Master's Arcane Essence,2
3126,T6_POTION_ENERGY,https://render.albiononline.com/v1/item/T6_POTION_ENERGY,Major Energy Potion ,,768,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,72,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,18,https://render.albiononline.com/v1/item/T6_ALCOHOL,Potato Schnapps,18,,,,,,
3127,T6_POTION_ENERGY@1,https://render.albiononline.com/v1/item/T6_POTION_ENERGY@1,Major Energy Potion ,,768,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,72,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,18,https://render.albiononline.com/v1/item/T6_ALCOHOL,Potato Schnapps,18,https://render.albiononline.com/v1/item/T6_ESSENCE_POTION,Master's Arcane Essence,5,,,
3128,T6_POTION_HEAL,https://render.albiononline.com/v1/item/T6_POTION_HEAL,Major Healing Potion ,,768,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,72,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,18,https://render.albiononline.com/v1/item/T6_ALCOHOL,Potato Schnapps,18,,,,,,
3129,T6_POTION_HEAL@1,https://render.albiononline.com/v1/item/T6_POTION_HEAL@1,Major Healing Potion ,,768,https://render.albiononline.com/v1/item/T6_FOXGLOVE,Elusive Foxglove,72,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,18,https://render.albiononline.com/v1/item/T6_ALCOHOL,Potato Schnapps,18,https://render.albiononline.com/v1/item/T6_ESSENCE_POTION,Master's Arcane Essence,5,,,
3130,T6_RANDOM_DUNGEON_ELITE_TOKEN_1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_ELITE_TOKEN_1,Master's Dungeon Map ,,,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_1,Master's Dungeon Map (Group),5,,,,,,,0,0,0,,,
3131,T6_RANDOM_DUNGEON_ELITE_TOKEN_2,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_ELITE_TOKEN_2,Uncommon Master's Dungeon Map ,,,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_2,Uncommon Master's Dungeon Map (Group),5,,,,,,,,,,,,
3132,T6_RANDOM_DUNGEON_ELITE_TOKEN_3,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_ELITE_TOKEN_3,Uncommon Elder's Dungeon Map ,,,https://render.albiononline.com/v1/item/T8_RANDOM_DUNGEON_TOKEN_2,Uncommon Elder's Dungeon Map (Group),5,,,,,,,,,,,,
3133,T6_RANDOM_DUNGEON_ELITE_TOKEN_4,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_ELITE_TOKEN_4,Exceptional Master's Dungeon Map ,,,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_4,Exceptional Master's Dungeon Map (Group),5,,,,,,,,,,,,
3134,T6_RANDOM_DUNGEON_SOLO_TOKEN_1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_1,Master's Dungeon Map ,,,,,,,,,,,,,,,,,
3135,T6_RANDOM_DUNGEON_SOLO_TOKEN_2,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Master's Dungeon Map ,,,,,,,,,,,,,,,,,
3136,T6_RANDOM_DUNGEON_SOLO_TOKEN_3,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Master's Dungeon Map ,,,,,,,,,,,,,,,,,
3137,T6_RANDOM_DUNGEON_SOLO_TOKEN_4,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Master's Dungeon Map ,,,,,,,,,,,,,,,,,
3138,T6_RANDOM_DUNGEON_TOKEN_1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_1,Master's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_1,Master's Dungeon Map (Solo),5,,,,,,,,,,,,
3139,T6_RANDOM_DUNGEON_TOKEN_2,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_2,Uncommon Master's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Master's Dungeon Map (Solo),5,,,,,,,,,,,,
3140,T6_RANDOM_DUNGEON_TOKEN_3,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_3,Rare Master's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Master's Dungeon Map (Solo),5,,,,,,,,,,,,
3141,T6_RANDOM_DUNGEON_TOKEN_4,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_TOKEN_4,Exceptional Master's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T6_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Master's Dungeon Map (Solo),5,,,,,,,,,,,,
3142,T6_RELIC,https://render.albiononline.com/v1/item/T6_RELIC,Master's Relic ,,,https://render.albiononline.com/v1/item/T5_RELIC,Expert's Relic,5,,,,,,,,,,,,
3143,T6_ROCK,https://render.albiononline.com/v1/item/T6_ROCK,Slate ,2640,Silver,https://render.albiononline.com/v1/item/T5_ROCK,Granite,1,,,,,,,,,,,,
3144,T6_ROCK_LEVEL1,https://render.albiononline.com/v1/item/T6_ROCK_LEVEL1,Uncommon Slate ,3200,Silver,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL1,Uncommon Granite,1,,,,,,,,,,,,
3145,T6_ROCK_LEVEL2,https://render.albiononline.com/v1/item/T6_ROCK_LEVEL2,Rare Slate ,6400,Silver,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL2,Rare Granite,1,,,,,,,,,,,,
3146,T6_ROCK_LEVEL3,https://render.albiononline.com/v1/item/T6_ROCK_LEVEL3,Exceptional Slate ,12800,Silver,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL3,Exceptional Granite,1,,,,,,,,,,,,
3147,T6_RUNE,https://render.albiononline.com/v1/item/T6_RUNE,Master's Rune ,,,https://render.albiononline.com/v1/item/T5_RUNE,Expert's Rune,5,,,,,,,,,,,,
3148,T6_SHARD_AVALONIAN,https://render.albiononline.com/v1/item/T6_SHARD_AVALONIAN,Master's Avalonian Shard ,0,Silver,https://render.albiononline.com/v1/item/T5_SHARD_AVALONIAN,Expert's Avalonian Shard,5,,,,,,,,,,,,
3149,T6_SHOES_CLOTH_HELL,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_HELL,Master's Fiend Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_HELL,Master's Infernal Cloth Bindings,1,,,,,,,,,
3150,T6_SHOES_CLOTH_HELL@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_HELL@1,Master's Fiend Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_HELL,Master's Infernal Cloth Bindings,1,,,,,,,,,
3151,T6_SHOES_CLOTH_HELL@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_HELL@2,Master's Fiend Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_HELL,Master's Infernal Cloth Bindings,1,,,,,,,,,
3152,T6_SHOES_CLOTH_HELL@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_HELL@3,Master's Fiend Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_HELL,Master's Infernal Cloth Bindings,1,,,,,,,,,
3153,T6_SHOES_CLOTH_HELL@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_HELL@4,Master's Fiend Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_HELL,Master's Infernal Cloth Bindings,1,,,,,,,,,
3154,T6_SHOES_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_KEEPER,Master's Druid Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_KEEPER,Master's Druidic Bindings,1,,,,,,,,,
3155,T6_SHOES_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_KEEPER@1,Master's Druid Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_KEEPER,Master's Druidic Bindings,1,,,,,,,,,
3156,T6_SHOES_CLOTH_KEEPER@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_KEEPER@2,Master's Druid Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_KEEPER,Master's Druidic Bindings,1,,,,,,,,,
3157,T6_SHOES_CLOTH_KEEPER@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_KEEPER@3,Master's Druid Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_KEEPER,Master's Druidic Bindings,1,,,,,,,,,
3158,T6_SHOES_CLOTH_KEEPER@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_KEEPER@4,Master's Druid Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_CLOTH_KEEPER,Master's Druidic Bindings,1,,,,,,,,,
3159,T6_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1,Master's Scholar Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,,,,,,,,,,,,
3160,T6_SHOES_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1@1,Master's Scholar Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,,,,,,,,,,,,
3161,T6_SHOES_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1@2,Master's Scholar Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,,,,,,,,,,,,
3162,T6_SHOES_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1@3,Master's Scholar Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,,,,,,,,,,,,
3163,T6_SHOES_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1@4,Master's Scholar Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3164,T6_SHOES_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET1@4,Master's Scholar Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3165,T6_SHOES_CLOTH_SET2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2,Master's Cleric Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,,,,,,,,,,,,
3166,T6_SHOES_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@1,Master's Cleric Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,,,,,,,,,,,,
3167,T6_SHOES_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@1,Master's Cleric Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,,,,,,,,,,,,
3168,T6_SHOES_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@2,Master's Cleric Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,,,,,,,,,,,,
3169,T6_SHOES_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@2,Master's Cleric Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,,,,,,,,,,,,
3170,T6_SHOES_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@3,Master's Cleric Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,,,,,,,,,,,,
3171,T6_SHOES_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@3,Master's Cleric Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,,,,,,,,,,,,
3172,T6_SHOES_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@4,Master's Cleric Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3173,T6_SHOES_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET2@4,Master's Cleric Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3174,T6_SHOES_CLOTH_SET3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3,Master's Mage Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,,,,,,,,,,,,
3175,T6_SHOES_CLOTH_SET3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3,Master's Mage Sandals ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,8,,,,,,,,,,,,
3176,T6_SHOES_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@1,Master's Mage Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,,,,,,,,,,,,
3177,T6_SHOES_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@1,Master's Mage Sandals ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,8,,,,,,,,,,,,
3178,T6_SHOES_CLOTH_SET3@2,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@2,Master's Mage Sandals ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,,,,,,,,,,,,
3179,T6_SHOES_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@3,Master's Mage Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,8,,,,,,,,,,,,
3180,T6_SHOES_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@3,Master's Mage Sandals ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,8,,,,,,,,,,,,
3181,T6_SHOES_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@4,Master's Mage Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3182,T6_SHOES_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T6_SHOES_CLOTH_SET3@4,Master's Mage Sandals ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,8,,,,,,,,,,,,
3183,T6_SHOES_LEATHER_HELL,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_HELL,Master's Hellion Shoes ,,1313,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_HELL,Master's Demonhide Bindings,1,,,,,,,,,
3184,T6_SHOES_LEATHER_HELL@1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_HELL@1,Master's Hellion Shoes ,,2298,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_HELL,Master's Demonhide Bindings,1,,,,,,,,,
3185,T6_SHOES_LEATHER_HELL@2,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_HELL@2,Master's Hellion Shoes ,,4021,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_HELL,Master's Demonhide Bindings,1,,,,,,,,,
3186,T6_SHOES_LEATHER_HELL@3,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_HELL@3,Master's Hellion Shoes ,,7037,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_HELL,Master's Demonhide Bindings,1,,,,,,,,,
3187,T6_SHOES_LEATHER_HELL@4,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_HELL@4,Master's Hellion Shoes ,,12315,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_HELL,Master's Demonhide Bindings,1,,,,,,,,,
3188,T6_SHOES_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_MORGANA,Master's Stalker Shoes ,,1313,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_MORGANA,Master's Imbued Soles,1,,,,,,,,,
3189,T6_SHOES_LEATHER_MORGANA@1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_MORGANA@1,Master's Stalker Shoes ,,2298,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_MORGANA,Master's Imbued Soles,1,,,,,,,,,
3190,T6_SHOES_LEATHER_MORGANA@2,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_MORGANA@2,Master's Stalker Shoes ,,4021,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_MORGANA,Master's Imbued Soles,1,,,,,,,,,
3191,T6_SHOES_LEATHER_MORGANA@3,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_MORGANA@3,Master's Stalker Shoes ,,7037,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_MORGANA,Master's Imbued Soles,1,,,,,,,,,
3192,T6_SHOES_LEATHER_MORGANA@4,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_MORGANA@4,Master's Stalker Shoes ,,12315,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,8,https://render.albiononline.com/v1/item/T6_ARTEFACT_SHOES_LEATHER_MORGANA,Master's Imbued Soles,1,,,,,,,,,
3193,T6_SHOES_LEATHER_SET1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET1,Master's Mercenary Shoes ,,1313,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,8,,,,,,,,,,,,
3194,T6_SHOES_LEATHER_SET1@1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET1@1,Master's Mercenary Shoes ,,2298,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,8,,,,,,,,,,,,
3195,T6_SHOES_LEATHER_SET1@2,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET1@2,Master's Mercenary Shoes ,,4021,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,8,,,,,,,,,,,,
3196,T6_SHOES_LEATHER_SET1@3,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET1@3,Master's Mercenary Shoes ,,7037,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,8,,,,,,,,,,,,
3197,T6_SHOES_LEATHER_SET1@4,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET1@4,Master's Mercenary Shoes ,,12315,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,8,,,,,,,,,,,,
3198,T6_SHOES_LEATHER_SET2,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET2,Master's Hunter Shoes ,,1313,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,8,,,,,,,,,,,,
3199,T6_SHOES_LEATHER_SET2@1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET2@1,Master's Hunter Shoes ,,2298,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,8,,,,,,,,,,,,
3200,T6_SHOES_LEATHER_SET2@2,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET2@2,Master's Hunter Shoes ,,4021,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,8,,,,,,,,,,,,
3201,T6_SHOES_LEATHER_SET2@3,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET2@3,Master's Hunter Shoes ,,7037,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,8,,,,,,,,,,,,
3202,T6_SHOES_LEATHER_SET2@4,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET2@4,Master's Hunter Shoes ,,12315,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,8,,,,,,,,,,,,
3203,T6_SHOES_LEATHER_SET3,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET3,Master's Assassin Shoes ,,1313,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,8,,,,,,,,,,,,
3204,T6_SHOES_LEATHER_SET3@1,https://render.albiononline.com/v1/item/T6_SHOES_LEATHER_SET3@1,Master's Assassin Shoes ,,2298,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,8,,,,,,,,,,,,
